symbol,is_russell3000,is_russell1000,is_russell2000,is_sp500,is_nasdaq100,is_custom
T,1,1,0,1,0,0
TALK,1,0,1,0,0,0
TALO,1,0,1,0,0,0
TAP,1,1,0,0,0,0
TARA,0,0,1,0,0,0
TARS,1,0,1,0,0,0
TBBK,1,0,1,0,0,0
TBCH,1,0,1,0,0,0
TBI,1,0,1,0,0,0
TBPH,1,0,1,0,0,0
TBRG,0,0,1,0,0,0
TCBI,1,0,1,0,0,0
TCBK,1,0,1,0,0,0
TCBX,1,0,1,0,0,0
TCI,0,0,1,0,0,0
TCMD,1,0,1,0,0,0
TCX,1,0,1,0,0,0
TDAY,1,0,1,0,0,0
TDC,1,1,0,0,0,0
TDG,1,1,0,0,0,0
TDOC,1,0,1,0,0,0
TDS,1,0,1,0,0,0
TDUP,1,0,1,0,0,0
TDW,1,0,1,0,0,0
TDY,1,1,0,0,0,0
TE,1,0,1,0,0,0
TEAD,1,0,1,0,0,0
TEAM,1,1,0,0,1,0
TECH,1,1,0,0,0,0
TECX,0,0,1,0,0,0
TEM,1,1,0,0,0,0
TENB,1,0,1,0,0,0
TER,1,1,0,0,0,0
TERN,1,0,1,0,0,0
TEX,1,0,1,0,0,0
TFC,1,1,0,0,0,0
TFIN,1,0,1,0,0,0
TFSL,1,1,0,0,0,0
TFX,1,1,0,0,0,0
TG,1,0,1,0,0,0
TGLS,1,0,1,0,0,0
TGNA,1,0,1,0,0,0
TGT,1,1,0,0,0,0
TGTX,1,0,1,0,0,0
TH,1,0,1,0,0,0
THC,1,1,0,0,0,0
THFF,1,0,1,0,0,0
THG,1,1,0,0,0,0
THO,1,1,0,0,0,0
THR,1,0,1,0,0,0
THRD,1,0,1,0,0,0
THRM,1,0,1,0,0,0
THRY,1,0,1,0,0,0
TIC,1,0,1,0,0,0
TIGO,1,1,0,0,0,0
TILE,1,0,1,0,0,0
TIPT,1,0,1,0,0,0
TITN,1,0,1,0,0,0
TJX,1,1,0,1,0,0
TK,1,0,1,0,0,0
TKNO,0,0,1,0,0,0
TKO,1,1,0,0,0,0
TKR,1,1,0,0,0,0
TLN,1,1,0,0,0,0
TLS,0,0,1,0,0,0
TLSI,0,0,1,0,0,0
TMCI,1,0,1,0,0,0
TMDX,1,0,1,0,0,0
TMHC,1,0,1,0,0,0
TMO,1,1,0,1,0,0
TMP,1,0,1,0,0,0
TMUS,1,1,0,0,1,0
TNC,1,0,1,0,0,0
TNDM,1,0,1,0,0,0
TNET,1,0,1,0,0,0
TNGX,1,0,1,0,0,0
TNK,1,0,1,0,0,0
TNL,1,1,0,0,0,0
TNXP,0,0,1,0,0,0
TOI,0,0,1,0,0,0
TOL,1,1,0,0,0,0
TOST,1,1,0,0,0,0
TOWN,1,0,1,0,0,0
TPB,1,0,1,0,0,0
TPC,1,0,1,0,0,0
TPG,1,1,0,0,0,0
TPH,1,0,1,0,0,0
TPL,1,1,0,0,0,0
TPR,1,1,0,0,0,0
TR,1,0,1,0,0,0
TRAK,0,0,1,0,0,0
TRC,1,0,1,0,0,0
TRDA,1,0,1,0,0,0
TREE,1,0,1,0,0,0
TREX,1,1,0,0,0,0
TRGP,1,1,0,0,0,0
TRIP,1,0,1,0,0,0
TRMB,1,1,0,0,0,0
TRMK,1,0,1,0,0,0
TRN,1,0,1,0,0,0
TRNO,1,0,1,0,0,0
TRNS,1,0,1,0,0,0
TROW,1,1,0,0,0,0
TROX,1,0,1,0,0,0
TRS,1,0,1,0,0,0
TRST,1,0,1,0,0,0
TRTX,1,0,1,0,0,0
TRU,1,1,0,0,0,0
TRUP,1,0,1,0,0,0
TRV,1,1,0,0,0,0
TRVI,1,0,1,0,0,0
TSBK,1,0,1,0,0,0
TSCO,1,1,0,0,0,0
TSE,0,0,1,0,0,0
TSHA,1,0,1,0,0,0
TSLA,1,1,0,1,1,1
TSN,1,1,0,0,0,0
TSSI,0,0,1,0,0,0
TT,1,1,0,0,0,0
TTAM,0,0,1,0,0,0
TTC,1,1,0,0,0,0
TTD,1,1,0,0,1,0
TTEC,1,0,1,0,0,0
TTEK,1,1,0,0,0,0
TTGT,1,0,1,0,0,0
TTI,1,0,1,0,0,0
TTMI,1,0,1,0,0,0
TTWO,1,1,0,0,0,0
TUSK,0,0,1,0,0,0
TVGN,0,0,1,0,0,0
TVRD,0,0,1,0,0,0
TVTX,1,0,1,0,0,0
TW,1,1,0,0,0,0
TWI,1,0,1,0,0,0
TWLO,1,1,0,0,0,0
TWO,1,0,1,0,0,0
TWST,1,0,1,0,0,0
TXG,1,0,1,0,0,0
TXN,1,1,0,1,1,0
TXNM,1,0,1,0,0,0
TXRH,1,1,0,0,0,0
TXT,1,1,0,0,0,0
TYL,1,1,0,0,0,0
TYRA,1,0,1,0,0,0
TZOO,0,0,1,0,0,0
U,1,1,0,0,0,0
UA,1,1,0,0,0,0
UAA,1,1,0,0,0,0
UAL,1,1,0,0,0,0
UAMY,1,0,1,0,0,0
UBER,1,1,0,0,0,0
UBFO,0,0,1,0,0,0
UBSI,1,0,1,0,0,0
UCB,1,0,1,0,0,0
UCTT,1,0,1,0,0,0
UDMY,1,0,1,0,0,0
UDR,1,1,0,0,0,0
UE,1,0,1,0,0,0
UEC,1,0,1,0,0,0
UFCS,1,0,1,0,0,0
UFPI,1,0,1,0,0,0
UFPT,1,0,1,0,0,0
UGI,1,1,0,0,0,0
UHAL,1,1,0,0,0,0
UHALB,1,1,0,0,0,0
UHS,1,1,0,0,0,0
UHT,1,0,1,0,0,0
UI,1,1,0,0,0,0
UIS,1,0,1,0,0,0
ULCC,1,0,1,0,0,0
ULH,1,0,1,0,0,0
ULTA,1,1,0,0,0,0
UMBF,1,0,1,0,0,0
UMH,1,0,1,0,0,0
UNB,0,0,1,0,0,0
UNF,1,0,1,0,0,0
UNFI,1,0,1,0,0,0
UNH,1,1,0,1,0,0
UNIT,1,0,1,0,0,0
UNM,1,1,0,0,0,0
UNP,1,1,0,1,0,0
UNTY,1,0,1,0,0,0
UPB,1,0,1,0,0,0
UPBD,1,0,1,0,0,0
UPS,1,1,0,0,0,0
UPST,1,0,1,0,0,0
UPWK,1,0,1,0,0,0
URBN,1,0,1,0,0,0
URGN,1,0,1,0,0,0
URI,1,1,0,0,0,0
USAR,1,0,1,0,0,0
USAU,0,0,1,0,0,0
USB,1,1,0,0,0,0
USCB,0,0,1,0,0,0
USFD,1,1,0,0,0,0
USLM,1,0,1,0,0,0
USNA,1,0,1,0,0,0
USPH,1,0,1,0,0,0
UTHR,1,1,0,0,0,0
UTI,1,0,1,0,0,0
UTL,1,0,1,0,0,0
UTMD,1,0,1,0,0,0
UTZ,1,0,1,0,0,0
UUUU,1,0,1,0,0,0
UVE,1,0,1,0,0,0
UVSP,1,0,1,0,0,0
UVV,1,0,1,0,0,0
UWMC,1,1,0,0,0,0
V,1,1,0,1,0,0
VABK,0,0,1,0,0,0
VAC,1,0,1,0,0,0
VAL,1,0,1,0,0,0
VALU,0,0,1,0,0,0
VC,1,0,1,0,0,0
VCEL,1,0,1,0,0,0
VCTR,1,0,1,0,0,0
VCYT,1,0,1,0,0,0
VECO,1,0,1,0,0,0
VEEV,1,1,0,0,0,0
VEL,1,0,1,0,0,0
VERA,1,0,1,0,0,0
VERX,1,0,1,0,0,0
VFC,1,1,0,0,0,0
VGAS,0,0,1,0,0,0
VHI,0,0,1,0,0,0
VIA,0,0,1,0,0,0
VIAV,1,0,1,0,0,0
VICI,1,1,0,0,0,0
VICR,1,0,1,0,0,0
VIK,1,1,0,0,0,0
VIR,1,0,1,0,0,0
VIRC,0,0,1,0,0,0
VIRT,1,1,0,0,0,0
VISN,1,0,1,0,0,0
VITL,1,0,1,0,0,0
VKTX,1,1,0,0,0,0
VLGEA,0,0,1,0,0,0
VLO,1,1,0,0,0,0
VLTO,1,1,0,0,0,0
VLY,1,0,1,0,0,0
VMC,1,1,0,0,0,0
VMD,1,0,1,0,0,0
VMI,1,1,0,0,0,0
VNDA,1,0,1,0,0,0
VNO,1,1,0,0,0,0
VNOM,1,1,0,0,0,0
VNT,1,1,0,0,0,0
VOXR,0,0,1,0,0,0
VOYA,1,1,0,0,0,0
VOYG,0,0,1,0,0,0
VPG,1,0,1,0,0,0
VRDN,1,0,1,0,0,0
VRE,1,0,1,0,0,0
VREX,1,0,1,0,0,0
VRM,0,0,1,0,0,0
VRNS,1,0,1,0,0,0
VRRM,1,0,1,0,0,0
VRSK,1,1,0,0,1,0
VRSN,1,1,0,0,0,0
VRT,1,1,0,0,0,0
VRTS,1,0,1,0,0,0
VRTX,1,1,0,1,1,0
VSAT,1,0,1,0,0,0
VSCO,1,0,1,0,0,0
VSEC,1,0,1,0,0,0
VSH,1,0,1,0,0,0
VSNT,1,1,0,0,0,0
VST,1,1,0,0,0,0
VSTM,0,0,1,0,0,0
VSTS,1,0,1,0,0,0
VTEX,0,0,1,0,0,0
VTOL,1,0,1,0,0,0
VTR,1,1,0,0,0,0
VTRS,1,1,0,0,0,0
VTS,1,0,1,0,0,0
VUZI,0,0,1,0,0,0
VVV,1,1,0,0,0,0
VVX,1,0,1,0,0,0
VYGR,1,0,1,0,0,0
VYX,1,0,1,0,0,0
VZ,1,1,0,1,0,0
W,1,1,0,0,0,0
WAB,1,1,0,0,0,0
WABC,1,0,1,0,0,0
WAFD,1,0,1,0,0,0
WAL,1,1,0,0,0,0
WALD,1,0,1,0,0,0
WASH,1,0,1,0,0,0
WAT,1,1,0,0,0,0
WAY,1,0,1,0,0,0
WBD,1,1,0,0,1,0
WBS,1,1,0,0,0,0
WBTN,0,0,1,0,0,0
WCC,1,1,0,0,0,0
WD,1,0,1,0,0,0
WDAY,1,1,0,0,0,0
WDC,1,1,0,0,0,0
WDFC,1,0,1,0,0,0
WEAV,1,0,1,0,0,0
WEC,1,1,0,0,0,0
WELL,1,1,0,0,0,0
WEN,1,1,0,0,0,0
WERN,1,0,1,0,0,0
WEST,1,0,1,0,0,0
WEX,1,1,0,0,0,0
WEYS,0,0,1,0,0,0
WFC,1,1,0,0,0,0
WFRD,1,1,0,0,0,0
WGO,1,0,1,0,0,0
WGS,1,0,1,0,0,0
WH,1,1,0,0,0,0
WHD,1,0,1,0,0,0
WHG,0,0,1,0,0,0
WHR,1,1,0,0,0,0
WINA,1,0,1,0,0,0
WING,1,1,0,0,0,0
WK,1,0,1,0,0,0
WKC,1,0,1,0,0,0
WLDN,1,0,1,0,0,0
WLFC,1,0,1,0,0,0
WLK,1,1,0,0,0,0
WLY,1,0,1,0,0,0
WM,1,1,0,0,0,0
WMB,1,1,0,0,0,0
WMK,1,0,1,0,0,0
WMS,1,1,0,0,0,0
WMT,1,1,0,1,0,0
WNC,1,0,1,0,0,0
WNEB,0,0,1,0,0,0
WOOF,1,0,1,0,0,0
WOR,1,0,1,0,0,0
WPC,1,1,0,0,0,0
WRB,1,1,0,0,0,0
WRBY,1,0,1,0,0,0
WRLD,1,0,1,0,0,0
WS,1,0,1,0,0,0
WSBC,1,0,1,0,0,0
WSBF,1,0,1,0,0,0
WSC,1,1,0,0,0,0
WSFS,1,0,1,0,0,0
WSM,1,1,0,0,0,0
WSO,1,1,0,0,0,0
WSR,1,0,1,0,0,0
WST,1,1,0,0,0,0
WT,1,0,1,0,0,0
WTBA,1,0,1,0,0,0
WTFC,1,1,0,0,0,0
WTI,1,0,1,0,0,0
WTM,1,1,0,0,0,0
WTRG,1,1,0,0,0,0
WTS,1,0,1,0,0,0
WTTR,1,0,1,0,0,0
WTW,1,1,0,0,0,0
WU,1,1,0,0,0,0
WULF,1,0,1,0,0,0
WVE,1,0,1,0,0,0
WWD,1,1,0,0,0,0
WWW,1,0,1,0,0,0
WY,1,1,0,0,0,0
WYFI,0,0,1,0,0,0
WYNN,1,1,0,0,0,0
XEL,1,1,0,0,1,0
XENE,1,0,1,0,0,0
XERS,1,0,1,0,0,0
XHR,1,0,1,0,0,0
XMTR,1,0,1,0,0,0
XNCR,1,0,1,0,0,0
XOM,1,1,0,1,0,0
XOMA,0,0,1,0,0,0
XP,1,1,0,0,0,0
XPEL,1,0,1,0,0,0
XPER,1,0,1,0,0,0
XPO,1,1,0,0,0,0
XPOF,1,0,1,0,0,0
XPRO,1,0,1,0,0,0
XRAY,1,1,0,0,0,0
XRX,1,0,1,0,0,0
XYL,1,1,0,0,0,0
XYZ,1,1,0,0,0,0
YELP,1,0,1,0,0,0
YETI,1,1,0,0,0,0
YEXT,1,0,1,0,0,0
YORW,1,0,1,0,0,0
YOU,1,0,1,0,0,0
YUM,1,1,0,0,0,0
Z,1,1,0,0,0,0
ZBH,1,1,0,0,0,0
ZBIO,1,0,1,0,0,0
ZBRA,1,1,0,0,0,0
ZD,1,0,1,0,0,0
ZETA,1,0,1,0,0,0
ZEUS,1,0,1,0,0,0
ZG,1,1,0,0,0,0
ZGN,0,0,1,0,0,0
ZION,1,1,0,0,0,0
ZIP,1,0,1,0,0,0
ZM,1,1,0,0,0,0
ZS,1,1,0,0,1,0
ZSPC,0,0,1,0,0,0
ZTS,1,1,0,0,0,0
ZUMZ,1,0,1,0,0,0
ZVIA,0,0,1,0,0,0
ZVRA,1,0,1,0,0,0
ZWS,1,0,1,0,0,0
ZYME,1,0,1,0,0,0
